연번,평가구분,장기요양기관기호,장기요양기관명,급여종류,설립주체,관할시도명,관할시군구명,평가일자,평가등급,평가총점,기관운영,환경및안전,수급자권리보장,급여제공과정,급여제공결과,기관운영(2025),수급자존중(2025),서비스제공(2025),서비스결과(2025)
156,2021년 정기평가,1-11620-00269,다원요양센터,03.입소시설10인미만,개인,서울특별시,관악구,2021-12-22,B,85.34,67.87,91.96,87.5,85.6,89.5,,,,
157,2021년 정기평가,1-11620-00349,은빛요양원Ⅱ,03.입소시설10인미만,개인,서울특별시,관악구,2022-08-11,E,57.04,60.73,76.79,33.33,41.66,78.5,,,,
158,2021년 정기평가,1-11620-00350,은빛요양원1,03.입소시설10인미만,개인,서울특별시,관악구,2022-08-11,D,65.7,55.33,75,50,65.91,73.3,,,,
159,2021년 정기평가,1-11620-00247,엔젤요양원,03.입소시설10인미만,개인,서울특별시,관악구,2021-12-27,B,82.29,89.27,95.54,83.33,67.43,85.5,,,,
160,2021년 정기평가,1-11650-00086,장생시니어타운,01.입소시설30인이상,개인,서울특별시,서초구,2022-09-06,D,68.8,73.33,92.86,58.33,49.29,75.5,,,,
161,2021년 정기평가,1-11650-00102,함춘요양원,01.입소시설30인이상,개인,서울특별시,서초구,2022-01-18,E,81.75,66.67,97.32,54.17,82.86,90,,,,
162,2021년 정기평가,1-11650-00098,구립서초노인요양센터,01.입소시설30인이상,지방자치단체,서울특별시,서초구,2022-07-29,A,96.35,98.33,100,100,91.43,96,,,,
163,2021년 정기평가,1-11650-00081,서초성심노인복지센터,02.입소시설10이상30인미만,지방자치단체,서울특별시,서초구,2022-09-05,B,82.07,88.33,89.29,83.33,73.49,81,,,,
164,2021년 정기평가,1-11650-00083,사랑의집,03.입소시설10인미만,개인,서울특별시,서초구,2022-06-15,D,61.46,57.13,86.61,45.83,40.83,88.5,,,,
165,2021년 정기평가,1-11710-00318,KB골든라이프케어 위례 빌리지,01.입소시설30인이상,법인,서울특별시,송파구,2022-07-21,A,92.1,98.33,100,83.33,89.29,81,,,,
166,2021년 정기평가,1-11710-00216,보눔케어요양원,01.입소시설30인이상,개인,서울특별시,송파구,2022-08-12,C,74.85,80,93.75,66.67,56.43,88.5,,,,
167,2021년 정기평가,1-11710-00280,경복궁요양센터,01.입소시설30인이상,개인,서울특별시,송파구,2022-08-31,D,70.1,66.67,93.75,41.67,55,96,,,,
168,2021년 정기평가,1-11710-00016,청암노인요양원,01.입소시설30인이상,법인,서울특별시,송파구,2022-06-03,A,90.1,83.33,97.32,83.33,87.86,96,,,,
169,2021년 정기평가,1-11710-00136,시립송파노인전문요양원,01.입소시설30인이상,지방자치단체,서울특별시,송파구,2022-05-10,C,79.1,91.67,100,66.67,58.57,88.5,,,,
170,2021년 정기평가,1-11710-00116,굿모닝케어노인전문요양원,01.입소시설30인이상,개인,서울특별시,송파구,2022-06-08,D,72.6,73.33,91.07,66.67,62.86,61,,,,
171,2021년 정기평가,1-11710-00123,구립송파노인요양센터,01.입소시설30인이상,지방자치단체,서울특별시,송파구,2022-09-05,B,85.05,90,100,66.67,75.71,90.5,,,,
172,2021년 정기평가,1-11710-00139,송파치매케어센터,02.입소시설10이상30인미만,지방자치단체,서울특별시,송파구,2022-01-27,B,83.05,91.67,97.32,83.33,72.71,66,,,,
173,2021년 정기평가,1-11710-00172,송파그린요양원,03.입소시설10인미만,개인,서울특별시,송파구,2021-12-13,C,79.98,78.6,84.82,62.5,81.83,83,,,,
174,2021년 정기평가,1-11710-00191,송파그린요양원2,03.입소시설10인미만,개인,서울특별시,송파구,2021-12-13,C,78.6,83.93,86.61,62.5,74.17,83,,,,
175,2021년 정기평가,1-11710-00156,포도나무실버타운1호점,03.입소시설10인미만,개인,서울특별시,송파구,2022-07-19,C,76.91,83.93,97.32,62.5,63.63,73,,,,
176,2021년 정기평가,1-11710-00175,포도나무실버타운3호점,03.입소시설10인미만,개인,서울특별시,송파구,2022-07-19,C,74.49,85.73,89.29,62.5,56.66,93,,,,
177,2021년 정기평가,1-11710-00176,포도나무실버타운4호점,03.입소시설10인미만,개인,서울특별시,송파구,2022-07-19,B,81.32,89.27,97.32,62.5,68.94,90.5,,,,
178,2021년 정기평가,1-11710-00141,수실버간호센터,03.입소시설10인미만,개인,서울특별시,송파구,2022-08-12,B,80.29,73.2,91.96,83.33,69.17,93.5,,,,
179,2021년 정기평가,1-11710-00084,은빛노인요양공동생활가정1,03.입소시설10인미만,개인,서울특별시,송파구,2022-06-16,C,73.85,78.6,91.96,66.67,60.6,71,,,,
180,2021년 정기평가,1-11710-00085,은빛노인요양공동생활가정2,03.입소시설10인미만,개인,서울특별시,송파구,2022-06-16,C,71.47,75,89.29,66.67,56.06,76,,,,
181,2021년 정기평가,1-11710-00140,은빛노인요양공동생활가정4,03.입소시설10인미만,개인,서울특별시,송파구,2022-06-16,C,79.1,78.6,91.96,100,59.17,88.5,,,,
182,2021년 정기평가,1-11710-00203,은빛노인요양공동생활가정3,03.입소시설10인미만,개인,서울특별시,송파구,2022-06-16,D,67.03,69.67,83.93,66.67,49.23,78.5,,,,
183,2021년 정기평가,1-11710-00144,에덴실버요양원,03.입소시설10인미만,개인,서울특별시,송파구,2021-11-16,C,76.17,64.27,91.96,58.33,74.23,78,,,,
184,2021년 정기평가,1-11440-00012,시립서부노인전문요양센터,01.입소시설30인이상,지방자치단체,서울특별시,마포구,2022-07-21,A,98.05,98.33,100,100,96.43,95.5,,,,
185,2021년 정기평가,1-11440-00137,설화요양원,03.입소시설10인미만,개인,서울특별시,마포구,2021-07-07,B,85.98,85.73,91.07,66.67,90.91,78,,,,
186,2021년 정기평가,1-11110-00056,인자인케어센터,01.입소시설30인이상,법인,서울특별시,종로구,2022-06-03,A,90.6,88.33,97.32,100,82.86,91,,,,
187,2021년 정기평가,1-11110-00006,청운노인요양원,01.입소시설30인이상,법인,서울특별시,종로구,2022-01-20,B,80.3,73.33,90.18,66.67,79.29,83,,,,
188,2021년 정기평가,1-11110-00087,해피움시니어스타워(종로점),01.입소시설30인이상,개인,서울특별시,종로구,2021-07-08,B,83.85,83.33,97.32,62.5,81.43,81,,,,
189,2021년 정기평가,1-11110-00060,평창동시니어센터,01.입소시설30인이상,개인,서울특별시,종로구,2021-12-20,B,88.75,80,97.32,66.67,95.71,80,,,,
190,2021년 정기평가,1-11110-00076,서울여자간호대학교 휴먼캐슬,01.입소시설30인이상,법인,서울특별시,종로구,2022-05-10,B,84.85,95,92.86,100,66.43,93.5,,,,
191,2021년 정기평가,1-11110-00068,아름다운뜰안에 요양원,01.입소시설30인이상,개인,서울특별시,종로구,2022-08-02,A,98.3,98.33,100,100,97.86,93,,,,
192,2021년 정기평가,1-11110-00088,아름다운실버홈,02.입소시설10이상30인미만,개인,서울특별시,종로구,2022-08-02,A,90.23,81.67,87.5,95.83,92.51,96,,,,
193,2021년 정기평가,1-11110-00078,세검정실버홈,02.입소시설10이상30인미만,개인,서울특별시,종로구,2021-11-17,C,83.21,91.67,97.32,54.17,79.17,80,,,,
194,2021년 정기평가,1-11110-00033,청운실버센터,03.입소시설10인미만,지방자치단체,서울특별시,종로구,2022-09-07,B,89.31,69.67,94.64,100,87.89,96,,,,
195,2021년 정기평가,1-11170-00092,구립한남노인요양원,01.입소시설30인이상,지방자치단체,서울특별시,용산구,2022-08-10,B,83.1,83.33,100,83.33,67.14,91,,,,
196,2021년 정기평가,1-11170-00054,구립용산노인전문요양원,01.입소시설30인이상,지방자치단체,서울특별시,용산구,2022-09-27,A,94.25,95,97.32,100,88.57,97.5,,,,
197,2021년 정기평가,1-11170-00004,사랑의 집,03.입소시설10인미만,개인,서울특별시,용산구,2021-12-28,D,66.7,69.67,72.32,41.67,65,82.5,,,,
198,2021년 정기평가,1-11200-00065,금호노인요양원,01.입소시설30인이상,개인,서울특별시,성동구,2022-07-27,E,63.61,80,83.04,50,37.89,91,,,,
199,2021년 정기평가,1-11200-00093,이암요양원,01.입소시설30인이상,개인,서울특별시,성동구,2021-12-09,D,67.05,71.67,94.64,50,45,80.5,,,,
200,2021년 정기평가,1-11200-00010,시립동부노인전문요양센터,01.입소시설30인이상,지방자치단체,서울특별시,성동구,2022-07-27,A,92.85,90,97.32,100,88.57,91,,,,
201,2021년 정기평가,1-11200-00056,한마음너싱홈,03.입소시설10인미만,개인,서울특별시,성동구,2022-08-03,B,81.92,78.6,90.18,70.83,76.51,96,,,,
202,2021년 정기평가,1-11200-00126,서울숲재활요양원,03.입소시설10인미만,개인,서울특별시,성동구,2021-12-30,D,65.5,67.87,82.14,58.33,50.77,75.5,,,,
203,2021년 정기평가,1-11200-00110,서울숲 요양원,03.입소시설10인미만,개인,서울특별시,성동구,2021-12-20,C,71.05,58.93,86.61,62.5,64.17,80,,,,
204,2021년 정기평가,1-11260-00322,영지요양원,01.입소시설30인이상,개인,서울특별시,중랑구,2021-12-23,C,73.34,56.67,86.61,66.67,67.97,88,,,,
205,2021년 정기평가,1-11260-00287,상봉요양원요양센터,01.입소시설30인이상,개인,서울특별시,중랑구,2022-02-08,C,79.1,65,86.61,66.67,81.43,86,,,,
206,2021년 정기평가,1-11260-00271,서울시립중랑노인전문요양원,01.입소시설30인이상,지방자치단체,서울특별시,중랑구,2022-08-04,A,91.35,95,98.21,91.67,85.71,86,,,,
207,2021년 정기평가,1-11260-00111,유린원광노인요양원,01.입소시설30인이상,법인,서울특별시,중랑구,2022-08-03,C,86.85,83.33,97.32,50,92.86,86,,,,
208,2021년 정기평가,1-11260-00011,서울꽃동네신내노인요양원,01.입소시설30인이상,법인,서울특별시,중랑구,2022-08-09,A,99.35,98.33,100,100,100,96,,,,
209,2021년 정기평가,1-11260-00442,골든시니어케어센터,01.입소시설30인이상,개인,서울특별시,중랑구,2022-10-20,E,59.05,48.33,77.68,50,46.43,78,,,,
210,2021년 정기평가,1-11260-00162,한세노인복지센터,02.입소시설10이상30인미만,개인,서울특별시,중랑구,2021-12-30,C,75.33,70,91.96,66.67,61.37,96,,,,
211,2021년 정기평가,1-11260-00163,베스트그린요양원1호점,03.입소시설10인미만,개인,서울특별시,중랑구,2022-01-11,C,78.06,75,94.64,62.5,69.17,86,,,,
212,2021년 정기평가,1-11260-00164,베스트그린요양원2호점,03.입소시설10인미만,개인,서울특별시,중랑구,2022-01-11,C,73.91,80.33,86.61,62.5,62.89,81,,,,
213,2021년 정기평가,1-11260-00333,가천요양원,03.입소시설10인미만,개인,서울특별시,중랑구,2021-12-30,C,72.75,82.13,82.14,66.67,57.51,93,,,,
214,2021년 정기평가,1-11260-00036,로뎀노인요양공동생활가정,03.입소시설10인미만,개인,서울특별시,중랑구,2021-12-30,D,72.9,87.53,89.29,66.67,48.49,98,,,,
215,2021년 정기평가,1-11260-00253,효심(가)요양원,03.입소시설10인미만,개인,서울특별시,중랑구,2022-09-23,C,78.48,67.87,97.32,79.17,65.14,87.5,,,,
216,2021년 정기평가,1-11260-00254,효심(나)요양원,03.입소시설10인미만,개인,서울특별시,중랑구,2022-09-23,C,77.64,66.07,100,87.5,61.37,77.5,,,,
217,2021년 정기평가,1-11260-00291,효심(다)요양원,03.입소시설10인미만,개인,서울특별시,중랑구,2022-09-23,D,73.43,48.2,92.86,54.17,72.71,82.5,,,,
218,2021년 정기평가,1-11260-00292,효심(라)요양원,03.입소시설10인미만,개인,서울특별시,중랑구,2022-09-23,E,66.64,37.53,93.75,54.17,62.89,62.5,,,,
219,2021년 정기평가,1-11260-00361,효심요양원1호,03.입소시설10인미만,개인,서울특별시,중랑구,2022-09-23,D,61.43,42.87,86.61,54.17,50,67.5,,,,
220,2021년 정기평가,1-11260-00362,효심요양원2호,03.입소시설10인미만,개인,서울특별시,중랑구,2022-09-23,D,61.65,46.4,94.64,54.17,46.97,52.5,,,,
221,2021년 정기평가,1-11260-00359,다애요양원,03.입소시설10인미만,개인,서울특별시,중랑구,2022-05-13,D,63.69,66.07,75.89,58.33,51.51,75,,,,
222,2021년 정기평가,1-11260-00113,효원요양원A,03.입소시설10인미만,개인,서울특별시,중랑구,2022-05-17,C,70.61,64.27,80.36,66.67,71.2,55.5,,,,
223,2021년 정기평가,1-11260-00230,효원요양원B,03.입소시설10인미만,개인,서울특별시,중랑구,2022-05-17,B,84.5,67.87,92.86,66.67,88.63,93,,,,
224,2021년 정기평가,1-11260-00231,효원요양원C,03.입소시설10인미만,개인,서울특별시,중랑구,2022-05-17,C,79.72,62.53,81.25,66.67,89.4,83,,,,
225,2021년 정기평가,1-11260-00232,효원요양원D,03.입소시설10인미만,개인,서울특별시,중랑구,2022-05-17,B,84.27,67.87,91.07,66.67,89.4,93,,,,
226,2021년 정기평가,1-11260-00218,면목요양원,03.입소시설10인미만,개인,서울특별시,중랑구,2022-05-31,B,80.69,69.67,91.96,83.33,71.97,93,,,,
227,2021년 정기평가,1-11260-00315,우리가족요양원 1호점,03.입소시설10인미만,개인,서울특별시,중랑구,2022-08-11,B,85.99,76.8,91.96,79.17,88.34,83,,,,
228,2021년 정기평가,1-11260-00316,우리가족요양원 2호점,03.입소시설10인미만,개인,서울특별시,중랑구,2022-08-11,C,76.56,58.93,90.18,70.83,73.34,83,,,,
229,2021년 정기평가,1-11260-00326,평강요양원,03.입소시설10인미만,개인,서울특별시,중랑구,2021-12-27,B,80.27,80.33,94.64,66.67,73.49,80,,,,
230,2021년 정기평가,1-11260-00074,동우너싱홈,03.입소시설10인미만,개인,서울특별시,중랑구,2021-12-23,C,77.61,82.13,95.54,62.5,62.11,93,,,,
231,2021년 정기평가,1-11260-00406,사랑채요양원,03.입소시설10인미만,개인,서울특별시,중랑구,2021-07-08,E,77.03,64.27,92.86,66.67,70,88.9,,,,
232,2021년 정기평가,1-11260-00336,엘림요양원,03.입소시설10인미만,개인,서울특별시,중랑구,2022-02-04,D,72.83,46.4,91.07,66.67,65.91,93,,,,
233,2021년 정기평가,1-11260-00438,조은노인요양센터,03.입소시설10인미만,개인,서울특별시,중랑구,2022-06-15,E,56.34,48.2,58.04,45.83,53.03,88,,,,
234,2021년 정기평가,1-11260-00119,두레노인요양원,03.입소시설10인미만,개인,서울특별시,중랑구,2022-10-06,E,63.05,35.73,83.04,58.33,56.83,75.5,,,,
235,2021년 정기평가,1-11260-00191,두레노인요양원B,03.입소시설10인미만,개인,서울특별시,중랑구,2022-10-06,E,68.85,62.53,83.04,58.33,58.34,88,,,,
236,2021년 정기평가,1-11260-00234,두레노인요양원C,03.입소시설10인미만,개인,서울특별시,중랑구,2022-10-06,E,59.09,46.4,82.14,58.33,41.66,75.5,,,,
237,2021년 정기평가,1-11260-00300,카멜리아요양원,03.입소시설10인미만,개인,서울특별시,중랑구,2022-02-04,B,81.54,82.13,97.32,70.83,71.2,85.5,,,,
238,2021년 정기평가,1-11260-00284,'(협)효마을 중랑 노인요양공동생활가정,03.입소시설10인미만,법인,서울특별시,중랑구,2021-04-20,D,65.5,55.33,80.36,62.5,57.57,70.5,,,,
239,2021년 정기평가,1-11260-00118,축복재가장기노인요양원,03.입소시설10인미만,개인,서울특별시,중랑구,2022-01-25,E,68.56,67.87,83.04,62.5,53.8,88,,,,
240,2021년 정기평가,1-11260-00249,사랑과섬김요양원,03.입소시설10인미만,개인,서울특별시,중랑구,2022-02-11,A,90.7,78.6,97.32,100,93.17,70.5,,,,
241,2021년 정기평가,1-11260-00342,정원요양원,03.입소시설10인미만,개인,서울특별시,중랑구,2022-05-09,C,71.89,73.2,91.96,58.33,53.03,96,,,,
242,2021년 정기평가,1-11305-00234,봄날북한산요양원,01.입소시설30인이상,개인,서울특별시,강북구,2022-01-24,D,71.85,71.67,75.89,66.67,65.71,88.5,,,,
243,2021년 정기평가,1-11305-00290,길재활요양원,01.입소시설30인이상,개인,서울특별시,강북구,2022-05-17,C,72.3,70,94.64,66.67,52.14,90.5,,,,
244,2021년 정기평가,1-11305-00172,강북실버종합복지센터,01.입소시설30인이상,지방자치단체,서울특별시,강북구,2022-01-21,A,92.6,91.67,100,100,84.29,93.5,,,,
245,2021년 정기평가,1-11305-00001,강북노인전문요양원,01.입소시설30인이상,법인,서울특별시,강북구,2022-01-26,B,87.1,73.33,97.32,66.67,90,93.5,,,,
246,2021년 정기평가,1-11305-00246,가족사랑요양원,02.입소시설10이상30인미만,개인,서울특별시,강북구,2021-12-23,B,81,76.67,95.54,62.5,77.29,82,,,,
247,2021년 정기평가,1-11305-00126,푸른요양원1호점,02.입소시설10이상30인미만,개인,서울특별시,강북구,2021-12-10,B,84.33,76.67,83.93,83.33,86.37,91,,,,
248,2021년 정기평가,1-11305-00280,푸른요양원2호점,02.입소시설10이상30인미만,개인,서울특별시,강북구,2021-12-10,C,77.31,70,94.64,79.17,62.89,88,,,,
249,2021년 정기평가,1-11305-00045,e-포근한 요양원,02.입소시설10이상30인미만,개인,서울특별시,강북구,2022-02-07,B,81.4,86.67,95.54,62.5,72.71,87,,,,
250,2021년 정기평가,1-11305-00329,북부성모요양원,03.입소시설10인미만,개인,서울특별시,강북구,2021-11-17,C,77.42,78.6,86.61,50,76.51,86,,,,
251,2021년 정기평가,1-11305-00068,민영요양센터,03.입소시설10인미만,개인,서울특별시,강북구,2022-06-14,E,59.89,67.87,82.14,50,34.17,87.5,,,,
252,2021년 정기평가,1-11305-00179,민영요양센터2,03.입소시설10인미만,개인,서울특별시,강북구,2022-06-14,D,68.43,80.33,87.5,75,47.51,62.5,,,,
253,2021년 정기평가,1-11305-00047,효노인복지센터,03.입소시설10인미만,개인,서울특별시,강북구,2022-09-05,E,54.07,39.27,78.57,50,32.51,88,,,,
254,2021년 정기평가,1-11305-00229,사랑나눔요양원2,03.입소시설10인미만,법인,서울특별시,강북구,2021-12-03,C,80.47,53.6,87.5,66.67,87.51,93,,,,
